,Unnamed: 0,id,object_name,chain,object_type,address,number,street,Url,Url_With_Coordinates
1471,13810,219327,шаурма,False,фаст-фуд,"город москва, ленинский проспект, дом 2",12,ленинский проспект,"https://www.google.com/maps/search/город москва, ленинский проспект, дом 2",https://maps.google.com/maps/api/staticmap?center=55.729216%2C37.6110668&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=rjFimzIpLia6ApLoIV3kZoZfsA0
1472,13838,206630,лаки кинг,False,кафе,"город москва, город зеленоград, корпус 1410",35,город зеленоград,"https://www.google.com/maps/search/город москва, город зеленоград, корпус 1410",https://maps.google.com/maps/api/staticmap?center=55.986527%2C37.146715&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=unt48f4mnM2XSmulSxLZEH1Dh7g
1473,13839,218158,кальянная cube lounge,False,кафе,"город москва, варшавское шоссе, дом 83, строение 1",10,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 83, строение 1",https://maps.google.com/maps/api/staticmap?center=55.6558985%2C37.6212161&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=43QBoOhfEaRwdcoznToBvtt1tP8
1474,13841,222493,пицерия пауло виктория,False,закусочная,"город москва, профсоюзная улица, дом 109",0,профсоюзная улица,"https://www.google.com/maps/search/город москва, профсоюзная улица, дом 109",https://maps.google.com/maps/api/staticmap?center=55.6330568%2C37.5216097&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=P0Wd6A5vidk5LCQyclEGGrF17sU
1475,13842,222496,кофе с собой пирогово,False,кафетерий,"город москва, профсоюзная улица, дом 109",0,профсоюзная улица,"https://www.google.com/maps/search/город москва, профсоюзная улица, дом 109",https://maps.google.com/maps/api/staticmap?center=55.6330568%2C37.5216097&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=P0Wd6A5vidk5LCQyclEGGrF17sU
1476,13853,213859,столовая «just kitchen»,False,столовая,"город москва, варшавское шоссе, дом 116",25,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 116",https://maps.google.com/maps/api/staticmap?center=55.6339429%2C37.6170275&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=SJK_3lYPB38dZzi2WZ6VPYnaqPo
1477,13864,215839,лило,False,кафе,"город москва, проспект вернадского, дом 41, строение 3",47,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 41, строение 3",https://maps.google.com/maps/api/staticmap?center=55.6735514%2C37.5038211&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=vl3eo0kbbOSVnCQpNP75zMRnYYQ
1478,13865,205092,царь-пиво,False,бар,"город москва, проспект вернадского, дом 123, строение 2",3,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 123, строение 2",https://maps.google.com/maps/api/staticmap?center=55.6558778%2C37.4814578&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=QV1u5RUcQLuIdPw2h4gkN_xqlvQ
1479,13914,211636,панорама,False,ресторан,"город москва, город зеленоград, корпус 617а",40,город зеленоград,"https://www.google.com/maps/search/город москва, город зеленоград, корпус 617а",https://maps.google.com/maps/api/staticmap?center=55.9885565%2C37.2339618&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=a_L_xKX9FUOM008ZZQ3F1dkPwAw
1480,13915,206333,дагестанская лавка,False,ресторан,"город москва, ленинградский проспект, дом 36",10,ленинградский проспект,"https://www.google.com/maps/search/город москва, ленинградский проспект, дом 36",https://maps.google.com/maps/api/staticmap?center=55.7907449%2C37.560129&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=1m7L5phJ1GWYR3Sx60JbJFccRsw
1481,13916,218239,fan food,False,ресторан,"город москва, ленинградский проспект, дом 36",50,ленинградский проспект,"https://www.google.com/maps/search/город москва, ленинградский проспект, дом 36",https://maps.google.com/maps/api/staticmap?center=55.7907449%2C37.560129&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=1m7L5phJ1GWYR3Sx60JbJFccRsw
1482,13919,206327,serbiя,False,ресторан,"город москва, ленинградский проспект, дом 36",10,ленинградский проспект,"https://www.google.com/maps/search/город москва, ленинградский проспект, дом 36",https://maps.google.com/maps/api/staticmap?center=55.7907449%2C37.560129&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=1m7L5phJ1GWYR3Sx60JbJFccRsw
1483,13920,210604,burger heroes,False,кафе,"город москва, ленинградский проспект, дом 36",30,ленинградский проспект,"https://www.google.com/maps/search/город москва, ленинградский проспект, дом 36",https://maps.google.com/maps/api/staticmap?center=55.7907449%2C37.560129&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=1m7L5phJ1GWYR3Sx60JbJFccRsw
1484,13940,210951,party bun,False,кафетерий,"город москва, проспект мира, дом 224",10,проспект мира,"https://www.google.com/maps/search/город москва, проспект мира, дом 224",https://maps.google.com/maps/api/staticmap?center=55.84451955%2C37.6698417&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=MKnWA04FlCL8zKEXEw8jbjrS5zk
1485,13987,209468,мармеладница,False,столовая,"город москва, варшавское шоссе, дом 39",44,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 39",https://maps.google.com/maps/api/staticmap?center=55.6845765%2C37.624051&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=c0A1k-Lqd8cm7DVXEngLgmYwA14
