,id,object_name,chain,object_type,address,number,street,Url
14133,211319,кулинария,False,кулинария,"город москва, проспект мира, дом 102, корпус 1",0,проспект мира,"https://www.google.com/maps/search/город москва, проспект мира, дом 102, корпус 1"
14134,223200,бублик кулинария,False,кулинария,"город москва, проспект мира, дом 102, корпус 2",4,проспект мира,"https://www.google.com/maps/search/город москва, проспект мира, дом 102, корпус 2"
14173,211420,franllins,False,фаст-фуд,"город москва, проспект мира, дом 211, корпус 2",20,проспект мира,"https://www.google.com/maps/search/город москва, проспект мира, дом 211, корпус 2"
14174,211445,planeta sushi il patio,False,ресторан,"город москва, проспект мира, дом 211, корпус 2",96,проспект мира,"https://www.google.com/maps/search/город москва, проспект мира, дом 211, корпус 2"
14175,211424,tasty thai,False,фаст-фуд,"город москва, проспект мира, дом 211, корпус 2",43,проспект мира,"https://www.google.com/maps/search/город москва, проспект мира, дом 211, корпус 2"
14176,211425,ecook,False,фаст-фуд,"город москва, проспект мира, дом 211, корпус 2",20,проспект мира,"https://www.google.com/maps/search/город москва, проспект мира, дом 211, корпус 2"
14177,211427,lao lee,False,фаст-фуд,"город москва, проспект мира, дом 211, корпус 2",20,проспект мира,"https://www.google.com/maps/search/город москва, проспект мира, дом 211, корпус 2"
14178,211430,питамикс,False,фаст-фуд,"город москва, проспект мира, дом 211, корпус 2",20,проспект мира,"https://www.google.com/maps/search/город москва, проспект мира, дом 211, корпус 2"
14179,211431,сушиед,False,фаст-фуд,"город москва, проспект мира, дом 211, корпус 2",20,проспект мира,"https://www.google.com/maps/search/город москва, проспект мира, дом 211, корпус 2"
14180,211198,saltenas,False,фаст-фуд,"город москва, проспект мира, дом 211, корпус 2",20,проспект мира,"https://www.google.com/maps/search/город москва, проспект мира, дом 211, корпус 2"
14181,211207,паста браво,False,фаст-фуд,"город москва, проспект мира, дом 211, корпус 2",20,проспект мира,"https://www.google.com/maps/search/город москва, проспект мира, дом 211, корпус 2"
14185,211211,вокер,False,фаст-фуд,"город москва, проспект мира, дом 211, корпус 2",20,проспект мира,"https://www.google.com/maps/search/город москва, проспект мира, дом 211, корпус 2"
14312,204954,спорт-бар «торнадо»,False,бар,"город москва, ленинский проспект, дом 109",10,ленинский проспект,"https://www.google.com/maps/search/город москва, ленинский проспект, дом 109"
14346,215600,ресторан «шах кебаб»,False,ресторан,"город москва, проспект вернадского, дом 86б",150,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 86б"
14347,215602,кафе,False,кафе,"город москва, проспект вернадского, дом 86б",30,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 86б"
14348,215607,бистро,False,фаст-фуд,"город москва, проспект вернадского, дом 86б",1,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 86б"
14349,214742,бистро,False,фаст-фуд,"город москва, проспект вернадского, дом 86б, строение 1",1,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 86б, строение 1"
14350,214747,бистро,False,фаст-фуд,"город москва, проспект вернадского, дом 86б, строение 1",1,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 86б, строение 1"
14351,214734,бистро,False,фаст-фуд,"город москва, проспект вернадского, дом 86б, строение 1",1,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 86б, строение 1"
14352,214738,бистро,False,фаст-фуд,"город москва, проспект вернадского, дом 86б, строение 1",1,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 86б, строение 1"
14353,221850,mr. kiko,False,кафе,"город москва, проспект вернадского, дом 6",0,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 6"
14354,221852,grano,False,кафе,"город москва, проспект вернадского, дом 6",40,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 6"
14355,221784,cinnabon,False,фаст-фуд,"город москва, проспект вернадского, дом 6",0,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 6"
14367,214221,магадан,False,ресторан,"город москва, кутузовский проспект, дом 12, строение 1",80,кутузовский проспект,"https://www.google.com/maps/search/город москва, кутузовский проспект, дом 12, строение 1"
14369,215899,mealty,False,кафе,"город москва, кутузовский проспект, дом 88",20,кутузовский проспект,"https://www.google.com/maps/search/город москва, кутузовский проспект, дом 88"
14455,218186,кафе лица,False,кафе,"город москва, ленинградский проспект, дом 31а, строение 1",12,ленинградский проспект,"https://www.google.com/maps/search/город москва, ленинградский проспект, дом 31а, строение 1"
14468,205933,кафе «империя бургеров»,False,кафе,"город москва, город зеленоград, корпус 1106е",24,город зеленоград,"https://www.google.com/maps/search/город москва, город зеленоград, корпус 1106е"
14470,220595,пекарня № 1,False,кафетерий,"город москва, город зеленоград, корпус 1627",6,город зеленоград,"https://www.google.com/maps/search/город москва, город зеленоград, корпус 1627"
14471,206669,кафе «газпромнефть»,False,кафе,"город москва, город зеленоград, проспект генерала алексеева, дом 40",16,город зеленоград,"https://www.google.com/maps/search/город москва, город зеленоград, проспект генерала алексеева, дом 40"
14472,215538,кафе «пири-пири»,False,кафе,"город москва, город зеленоград, проспект генерала алексеева, дом 6, строение 1",40,город зеленоград,"https://www.google.com/maps/search/город москва, город зеленоград, проспект генерала алексеева, дом 6, строение 1"
14473,220978,бар суши takai,False,кафе,"город москва, город зеленоград, корпус 1602а",28,город зеленоград,"https://www.google.com/maps/search/город москва, город зеленоград, корпус 1602а"
14478,211676,никольский,False,ресторан,"город москва, город зеленоград, корпус 532",120,город зеленоград,"https://www.google.com/maps/search/город москва, город зеленоград, корпус 532"
14479,220992,dolce crema,False,фаст-фуд,"город москва, город зеленоград, панфиловский проспект, дом 6а",0,город зеленоград,"https://www.google.com/maps/search/город москва, город зеленоград, панфиловский проспект, дом 6а"
14488,220648,кафе при картцентре «серебряный дождь»,False,кафе,"город москва, варшавское шоссе, дом 170г",20,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 170г"
14489,220725,кафе,False,кафе,"город москва, варшавское шоссе, дом 170г",24,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 170г"
14490,220816,кафе халяль,False,кафе,"город москва, варшавское шоссе, дом 170г",100,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 170г"
14519,207657,столовая «леметр фск»,False,столовая,"город москва, варшавское шоссе, дом 125ж, корпус 6",46,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 125ж, корпус 6"
14571,217199,гриль хаус,False,фаст-фуд,"город москва, варшавское шоссе, дом 87б",0,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 87б"
14584,221403,предприятие быстрого обслуживания «кофе с собой»,False,фаст-фуд,"город москва, варшавское шоссе, дом 95, корпус 1",0,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 95, корпус 1"
14585,221342,кафе,False,кафе,"город москва, варшавское шоссе, дом 95, корпус 1",38,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 95, корпус 1"
14608,220311,ресторан «велюте» в бц «ртс»,False,ресторан,"город москва, варшавское шоссе, дом 148",76,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 148"
14653,215211,пицца и суши навынос,False,фаст-фуд,"город москва, варшавское шоссе, дом 152а",0,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 152а"
14654,205912,суши пицца « rock&roll»,False,кафе,"город москва, варшавское шоссе, дом 160",10,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 160"
14671,205528,кафе соловей,False,кафе,"город москва, варшавское шоссе, дом 26, строение 5",16,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 26, строение 5"
14672,205535,pomodorro,False,фаст-фуд,"город москва, варшавское шоссе, дом 26, строение 5",2,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 26, строение 5"
14684,221121,точка общественного питания,False,фаст-фуд,"город москва, варшавское шоссе, дом 26, строение 5",2,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 26, строение 5"
14746,214516,berry fruit,False,фаст-фуд,"город москва, пресненская набережная, дом 12",5,пресненская набережная,"https://www.google.com/maps/search/город москва, пресненская набережная, дом 12"
14747,214570,джелато,False,фаст-фуд,"город москва, пресненская набережная, дом 12",0,пресненская набережная,"https://www.google.com/maps/search/город москва, пресненская набережная, дом 12"
14748,214573,креветки,False,фаст-фуд,"город москва, пресненская набережная, дом 12",7,пресненская набережная,"https://www.google.com/maps/search/город москва, пресненская набережная, дом 12"
14749,214535,роаст китчен,False,фаст-фуд,"город москва, пресненская набережная, дом 12",6,пресненская набережная,"https://www.google.com/maps/search/город москва, пресненская набережная, дом 12"
14750,214545,les,False,фаст-фуд,"город москва, пресненская набережная, дом 12",4,пресненская набережная,"https://www.google.com/maps/search/город москва, пресненская набережная, дом 12"
14751,214551,bami,False,фаст-фуд,"город москва, пресненская набережная, дом 12",4,пресненская набережная,"https://www.google.com/maps/search/город москва, пресненская набережная, дом 12"
14752,214555,поке хаус,False,фаст-фуд,"город москва, пресненская набережная, дом 12",4,пресненская набережная,"https://www.google.com/maps/search/город москва, пресненская набережная, дом 12"
14753,214559,бо,False,фаст-фуд,"город москва, пресненская набережная, дом 12",4,пресненская набережная,"https://www.google.com/maps/search/город москва, пресненская набережная, дом 12"
14754,214564,любовь пирогова,False,фаст-фуд,"город москва, пресненская набережная, дом 12",4,пресненская набережная,"https://www.google.com/maps/search/город москва, пресненская набережная, дом 12"
14755,213817,мисада,False,фаст-фуд,"город москва, пресненская набережная, дом 12",6,пресненская набережная,"https://www.google.com/maps/search/город москва, пресненская набережная, дом 12"
14756,213529,сити кафе сова,False,кафе,"город москва, пресненская набережная, дом 12",10,пресненская набережная,"https://www.google.com/maps/search/город москва, пресненская набережная, дом 12"
14757,213534,shake up,False,кафе,"город москва, пресненская набережная, дом 12",11,пресненская набережная,"https://www.google.com/maps/search/город москва, пресненская набережная, дом 12"
14758,213536,ворона кофе & сыр,False,кафе,"город москва, пресненская набережная, дом 12",15,пресненская набережная,"https://www.google.com/maps/search/город москва, пресненская набережная, дом 12"
14767,213681,в2в,False,фаст-фуд,"город москва, пресненская набережная, дом 12",3,пресненская набережная,"https://www.google.com/maps/search/город москва, пресненская набережная, дом 12"
14768,213684,со-со,False,фаст-фуд,"город москва, пресненская набережная, дом 12",3,пресненская набережная,"https://www.google.com/maps/search/город москва, пресненская набережная, дом 12"
14769,213690,русский,False,кафе,"город москва, пресненская набережная, дом 12",4,пресненская набережная,"https://www.google.com/maps/search/город москва, пресненская набережная, дом 12"
14770,213693,induke,False,фаст-фуд,"город москва, пресненская набережная, дом 12",4,пресненская набережная,"https://www.google.com/maps/search/город москва, пресненская набережная, дом 12"
14777,222871,touch of matcha,False,ресторан,"город москва, пресненская набережная, дом 10, строение 2",40,пресненская набережная,"https://www.google.com/maps/search/город москва, пресненская набережная, дом 10, строение 2"
14778,222486,кафе «мпл»,False,кафе,"город москва, пресненская набережная, дом 10, строение 2",35,пресненская набережная,"https://www.google.com/maps/search/город москва, пресненская набережная, дом 10, строение 2"
14779,210181,бар «праймбифбар»,False,бар,"город москва, пресненская набережная, дом 10, строение 2",40,пресненская набережная,"https://www.google.com/maps/search/город москва, пресненская набережная, дом 10, строение 2"
14783,222126,pita&meat,False,кафе,"город москва, пресненская набережная, дом 4, строение 1",3,пресненская набережная,"https://www.google.com/maps/search/город москва, пресненская набережная, дом 4, строение 1"
14784,222095,sushi fix,False,кафе,"город москва, пресненская набережная, дом 4, строение 1",4,пресненская набережная,"https://www.google.com/maps/search/город москва, пресненская набережная, дом 4, строение 1"
14785,208359,sanders grill,False,ресторан,"город москва, пресненская набережная, дом 2",48,пресненская набережная,"https://www.google.com/maps/search/город москва, пресненская набережная, дом 2"
14786,208376,кафе «cinnabon»,False,кафетерий,"город москва, пресненская набережная, дом 2",20,пресненская набережная,"https://www.google.com/maps/search/город москва, пресненская набережная, дом 2"
14787,208378,onepricecoffee,False,кафе,"город москва, пресненская набережная, дом 2",0,пресненская набережная,"https://www.google.com/maps/search/город москва, пресненская набережная, дом 2"
14789,213389,папа бык,False,кафе,"город москва, поселение сосенское, калужское шоссе, 22-й километр, дом 10",52,поселение сосенское,"https://www.google.com/maps/search/город москва, поселение сосенское, калужское шоссе, 22-й километр, дом 10"
14790,213391,фо бо,False,кафе,"город москва, поселение сосенское, калужское шоссе, 22-й километр, дом 10",0,поселение сосенское,"https://www.google.com/maps/search/город москва, поселение сосенское, калужское шоссе, 22-й километр, дом 10"
14791,213392,желатессимо,False,кафе,"город москва, поселение сосенское, калужское шоссе, 22-й километр, дом 10",16,поселение сосенское,"https://www.google.com/maps/search/город москва, поселение сосенское, калужское шоссе, 22-й километр, дом 10"
14792,213395,doubl b,False,кафе,"город москва, поселение сосенское, калужское шоссе, 22-й километр, дом 10",0,поселение сосенское,"https://www.google.com/maps/search/город москва, поселение сосенское, калужское шоссе, 22-й километр, дом 10"
14793,212923,далбли,False,кафе,"город москва, поселение сосенское, калужское шоссе, 22-й километр, дом 10",20,поселение сосенское,"https://www.google.com/maps/search/город москва, поселение сосенское, калужское шоссе, 22-й километр, дом 10"
14794,207728,столовая№ 1 пицца,False,столовая,"город москва, поселение сосенское, поселок газопровод, дом 101, корпус 1",35,поселение сосенское,"https://www.google.com/maps/search/город москва, поселение сосенское, поселок газопровод, дом 101, корпус 1"
14802,211471,вкусное место,False,кафе,"город москва, поселение сосенское, поселок коммунарка, улица липовый парк, дом 11",25,поселение сосенское,"https://www.google.com/maps/search/город москва, поселение сосенское, поселок коммунарка, улица липовый парк, дом 11"
14803,211194,кофейня,False,кафе,"город москва, поселение сосенское, поселок коммунарка, улица липовый парк, дом 9",12,поселение сосенское,"https://www.google.com/maps/search/город москва, поселение сосенское, поселок коммунарка, улица липовый парк, дом 9"
14804,205486,шаурма,False,закусочная,"город москва, поселение сосенское, поселок коммунарка, улица липовый парк, дом 6",0,поселение сосенское,"https://www.google.com/maps/search/город москва, поселение сосенское, поселок коммунарка, улица липовый парк, дом 6"
14808,213635,кафе,False,кафе,"город москва, поселение сосенское, деревня сосенки, ясеневая улица, дом 3",46,поселение сосенское,"https://www.google.com/maps/search/город москва, поселение сосенское, деревня сосенки, ясеневая улица, дом 3"
14828,205480,пицца,False,кафе,"город москва, поселение сосенское, поселок коммунарка, улица липовый парк, дом 2",14,поселение сосенское,"https://www.google.com/maps/search/город москва, поселение сосенское, поселок коммунарка, улица липовый парк, дом 2"
14854,215133,community,False,ресторан,"город москва, проспект вернадского, дом 86а",90,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 86а"
14855,215129,non la,False,закусочная,"город москва, проспект вернадского, дом 86а",20,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 86а"
14856,215120,bb&burgers,False,закусочная,"город москва, проспект вернадского, дом 86а",40,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 86а"
14857,215125,benner's,False,кафе,"город москва, проспект вернадского, дом 86а",40,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 86а"
14858,218257,"да, еда",False,кулинария,"город москва, проспект вернадского, дом 86а",2,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 86а"
14859,218270,benefit фреш бар,False,бар,"город москва, проспект вернадского, дом 86а",4,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 86а"
14860,215128,bar bq,False,ресторан,"город москва, кутузовский проспект, дом 57",45,кутузовский проспект,"https://www.google.com/maps/search/город москва, кутузовский проспект, дом 57"
14861,215132,интересный ресторан,False,кафе,"город москва, кутузовский проспект, дом 57",30,кутузовский проспект,"https://www.google.com/maps/search/город москва, кутузовский проспект, дом 57"
14862,215047,gvido,False,кафе,"город москва, кутузовский проспект, дом 57",0,кутузовский проспект,"https://www.google.com/maps/search/город москва, кутузовский проспект, дом 57"
14863,215053,кофейня кофикс,False,кафе,"город москва, кутузовский проспект, дом 57",30,кутузовский проспект,"https://www.google.com/maps/search/город москва, кутузовский проспект, дом 57"
14864,215057,сливки и общество,False,кафе,"город москва, кутузовский проспект, дом 57",32,кутузовский проспект,"https://www.google.com/maps/search/город москва, кутузовский проспект, дом 57"
14865,215066,take wake,False,кафе,"город москва, кутузовский проспект, дом 57",39,кутузовский проспект,"https://www.google.com/maps/search/город москва, кутузовский проспект, дом 57"
14866,215070,остро wok,False,кафе,"город москва, кутузовский проспект, дом 57",20,кутузовский проспект,"https://www.google.com/maps/search/город москва, кутузовский проспект, дом 57"
14867,214896,cinnabon,False,кафе,"город москва, кутузовский проспект, дом 57",30,кутузовский проспект,"https://www.google.com/maps/search/город москва, кутузовский проспект, дом 57"
14869,214844,tutti frutti,False,кафе,"город москва, кутузовский проспект, дом 57",0,кутузовский проспект,"https://www.google.com/maps/search/город москва, кутузовский проспект, дом 57"
14870,214868,vanwok,False,кафе,"город москва, кутузовский проспект, дом 57",0,кутузовский проспект,"https://www.google.com/maps/search/город москва, кутузовский проспект, дом 57"
14871,214869,hadwok,False,кафе,"город москва, кутузовский проспект, дом 57",0,кутузовский проспект,"https://www.google.com/maps/search/город москва, кутузовский проспект, дом 57"
14872,214102,americano кафе,False,кафе,"город москва, кутузовский проспект, дом 57",30,кутузовский проспект,"https://www.google.com/maps/search/город москва, кутузовский проспект, дом 57"
14873,214496,upside down cake,False,кафе,"город москва, кутузовский проспект, дом 57",0,кутузовский проспект,"https://www.google.com/maps/search/город москва, кутузовский проспект, дом 57"
14882,214873,eat market,False,кафе,"город москва, кутузовский проспект, дом 57",0,кутузовский проспект,"https://www.google.com/maps/search/город москва, кутузовский проспект, дом 57"
14883,214892,бегемот,False,кафе,"город москва, кутузовский проспект, дом 57",30,кутузовский проспект,"https://www.google.com/maps/search/город москва, кутузовский проспект, дом 57"
14976,206422,осетинские пироги,False,закусочная,"город москва, поселение сосенское, поселок коммунарка, бачуринская улица, дом 21",0,поселение сосенское,"https://www.google.com/maps/search/город москва, поселение сосенское, поселок коммунарка, бачуринская улица, дом 21"
14977,206419,шаурма,False,закусочная,"город москва, поселение сосенское, поселок коммунарка, бачуринская улица, дом 19",0,поселение сосенское,"https://www.google.com/maps/search/город москва, поселение сосенское, поселок коммунарка, бачуринская улица, дом 19"
14980,208896,лаунч бар,False,бар,"город москва, поселение сосенское, николо-хованская улица, дом 28, строение 5",23,поселение сосенское,"https://www.google.com/maps/search/город москва, поселение сосенское, николо-хованская улица, дом 28, строение 5"
14987,206594,кальянная noel lounge,False,бар,"город москва, варшавское шоссе, дом 141, корпус 12",30,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 141, корпус 12"
14988,206545,ларионов гриль,False,кафе,"город москва, ленинградский проспект, дом 36, строение 31",42,ленинградский проспект,"https://www.google.com/maps/search/город москва, ленинградский проспект, дом 36, строение 31"
14989,207605,oriental,False,бар,"город москва, ленинградский проспект, дом 36, строение 33",90,ленинградский проспект,"https://www.google.com/maps/search/город москва, ленинградский проспект, дом 36, строение 33"
14992,223105,coffe ko,False,кафетерий,"город москва, варшавское шоссе, владение 132/2",8,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, владение 132/2"
14993,220318,кафе coffee inn,False,кафетерий,"город москва, варшавское шоссе, владение 132/2",8,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, владение 132/2"
14999,206860,шаурма,False,закусочная,"город москва, поселение сосенское, улица сервантеса, дом 3, корпус 2",0,поселение сосенское,"https://www.google.com/maps/search/город москва, поселение сосенское, улица сервантеса, дом 3, корпус 2"
15011,206099,закусочная,False,закусочная,"город москва, поселение сосенское, поселок коммунарка, улица александры монаховой, дом 92, корпус 1",0,поселение сосенское,"https://www.google.com/maps/search/город москва, поселение сосенское, поселок коммунарка, улица александры монаховой, дом 92, корпус 1"
15012,222585,кафе нэндл,False,кафе,"город москва, поселение сосенское, бульвар веласкеса, дом 1, корпус 1",12,поселение сосенское,"https://www.google.com/maps/search/город москва, поселение сосенское, бульвар веласкеса, дом 1, корпус 1"
15013,222589,кафе син поинт,False,кафе,"город москва, поселение сосенское, бульвар веласкеса, дом 1, корпус 1",22,поселение сосенское,"https://www.google.com/maps/search/город москва, поселение сосенское, бульвар веласкеса, дом 1, корпус 1"
15016,221225,пекарня «есть поесть»,False,кафе,"город москва, поселение сосенское, поселок коммунарка, улица липовый парк, владение 5, корпус 1, строение 1",16,поселение сосенское,"https://www.google.com/maps/search/город москва, поселение сосенское, поселок коммунарка, улица липовый парк, владение 5, корпус 1, строение 1"
15020,208941,кальянс,False,бар,"город москва, поселение сосенское, бульвар веласкеса, дом 5, корпус 3",15,поселение сосенское,"https://www.google.com/maps/search/город москва, поселение сосенское, бульвар веласкеса, дом 5, корпус 3"
15030,214323,osteria mario,True,ресторан,"город москва, проспект вернадского, дом 6",50,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 6"
15049,205513,кофе хаус,True,кафе,"город москва, варшавское шоссе, дом 26, строение 5",12,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 26, строение 5"
15056,215127,андерсон,True,кафе,"город москва, кутузовский проспект, дом 57",30,кутузовский проспект,"https://www.google.com/maps/search/город москва, кутузовский проспект, дом 57"
15076,214590,krispy creme,True,кафе,"город москва, кутузовский проспект, дом 57",0,кутузовский проспект,"https://www.google.com/maps/search/город москва, кутузовский проспект, дом 57"
15084,214843,coffeeshop,True,ресторан,"город москва, кутузовский проспект, дом 57",0,кутузовский проспект,"https://www.google.com/maps/search/город москва, кутузовский проспект, дом 57"
15090,221859,штолле,True,кулинария,"город москва, кутузовский проспект, дом 43",10,кутузовский проспект,"https://www.google.com/maps/search/город москва, кутузовский проспект, дом 43"
15102,207428,бургер кинг,True,кафе,"город москва, ленинградский проспект, дом 62а",15,ленинградский проспект,"https://www.google.com/maps/search/город москва, ленинградский проспект, дом 62а"
15112,211216,крошка картошка,True,фаст-фуд,"город москва, проспект мира, дом 211, корпус 2",20,проспект мира,"https://www.google.com/maps/search/город москва, проспект мира, дом 211, корпус 2"
15115,212778,крошка картошка,True,кафе,"город москва, поселение сосенское, калужское шоссе, 22-й километр, дом 10",0,поселение сосенское,"https://www.google.com/maps/search/город москва, поселение сосенское, калужское шоссе, 22-й километр, дом 10"
15117,214871,крошка картошка,True,кафе,"город москва, кутузовский проспект, дом 57",0,кутузовский проспект,"https://www.google.com/maps/search/город москва, кутузовский проспект, дом 57"
15122,213380,крошка картошка,True,фаст-фуд,"город москва, варшавское шоссе, дом 87б",0,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 87б"
15129,213489,хинкальная,True,кафе,"город москва, поселение сосенское, поселок коммунарка, улица александры монаховой, дом 98, корпус 1",23,поселение сосенское,"https://www.google.com/maps/search/город москва, поселение сосенское, поселок коммунарка, улица александры монаховой, дом 98, корпус 1"
15137,209920,дюшес,True,ресторан,"город москва, город зеленоград, проезд № 4806, дом 3",100,город зеленоград,"https://www.google.com/maps/search/город москва, город зеленоград, проезд № 4806, дом 3"
15139,215667,тирольские пироги,True,кафе,"город москва, ленинский проспект, дом 67",16,ленинский проспект,"https://www.google.com/maps/search/город москва, ленинский проспект, дом 67"
15140,222301,стардогs,True,фаст-фуд,"город москва, ленинградский проспект, дом 33, корпус 1",0,ленинградский проспект,"https://www.google.com/maps/search/город москва, ленинградский проспект, дом 33, корпус 1"
15148,206330,барбекю,True,ресторан,"город москва, ленинградский проспект, дом 36",25,ленинградский проспект,"https://www.google.com/maps/search/город москва, ленинградский проспект, дом 36"
15149,211190,суши тун,True,кафе,"город москва, проспект мира, дом 211, корпус 2",10,проспект мира,"https://www.google.com/maps/search/город москва, проспект мира, дом 211, корпус 2"
15159,211196,cofix,True,фаст-фуд,"город москва, проспект мира, дом 211, корпус 2",20,проспект мира,"https://www.google.com/maps/search/город москва, проспект мира, дом 211, корпус 2"
15162,214463,cofix,True,фаст-фуд,"город москва, варшавское шоссе, дом 87б",0,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 87б"
15169,213387,cofix,True,кафе,"город москва, поселение сосенское, калужское шоссе, 22-й километр, дом 10",15,поселение сосенское,"https://www.google.com/maps/search/город москва, поселение сосенское, калужское шоссе, 22-й километр, дом 10"
15183,205739,пицца паоло и бенто wok,True,кафе,"город москва, город зеленоград, панфиловский проспект, дом 6а",30,город зеленоград,"https://www.google.com/maps/search/город москва, город зеленоград, панфиловский проспект, дом 6а"
15184,220587,пицца паоло,True,кафетерий,"город москва, город зеленоград, корпус 1627",0,город зеленоград,"https://www.google.com/maps/search/город москва, город зеленоград, корпус 1627"
15186,214666,хинкальная №1,True,ресторан,"город москва, ленинский проспект, дом 60/2",34,ленинский проспект,"https://www.google.com/maps/search/город москва, ленинский проспект, дом 60/2"
15187,206823,starbucks,True,кафе,"город москва, проспект мира, дом 40",30,проспект мира,"https://www.google.com/maps/search/город москва, проспект мира, дом 40"
15194,211166,movenpick,True,кафе,"город москва, ленинградский проспект, дом 36",0,ленинградский проспект,"https://www.google.com/maps/search/город москва, ленинградский проспект, дом 36"
15195,213656,кофепорт,True,кафе,"город москва, пресненская набережная, дом 12",20,пресненская набережная,"https://www.google.com/maps/search/город москва, пресненская набережная, дом 12"
15197,213381,теремок,True,фаст-фуд,"город москва, варшавское шоссе, дом 87б",0,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 87б"
15201,212776,теремок,True,кафе,"город москва, поселение сосенское, калужское шоссе, 22-й километр, дом 10",0,поселение сосенское,"https://www.google.com/maps/search/город москва, поселение сосенское, калужское шоссе, 22-й километр, дом 10"
